DateTime,Event,Impact,Actual,Forecast,Previous
2024-02-29T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.4%,0.4%,0.1%
2024-02-29T00:00:00+03:30,Unemployment Claims,High Impact Expected,215K,209K,202K
2024-03-01T00:00:00+03:30,Revised UoM Consumer Sentiment,High Impact Expected,76.9,79.6,79.6
2024-03-01T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,47.8,49.5,49.1
2024-03-05T18:30:00+03:30,ISM Services PMI,High Impact Expected,52.6,53.0,53.4
2024-03-06T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,8.86M,8.80M,8.89M
2024-03-06T00:00:00+03:30,Fed Chair Powell Testifies,High Impact Expected,,,
2024-03-06T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,140K,149K,111K
2024-03-07T00:00:00+03:30,Unemployment Claims,High Impact Expected,217K,217K,217K
2024-03-07T18:30:00+03:30,Fed Chair Powell Testifies,High Impact Expected,,,
2024-03-08T00:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.1%,0.2%,0.5%
2024-03-08T00:00:00+03:30,Unemployment Rate,High Impact Expected,3.9%,3.7%,3.7%
2024-03-08T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,275K,198K,229K
2024-03-12T00:00:00+03:30,CPI m/m,High Impact Expected,0.4%,0.4%,0.3%
2024-03-12T00:00:00+03:30,CPI y/y,High Impact Expected,3.2%,3.1%,3.1%
2024-03-12T16:00:00+03:30,Core CPI m/m,High Impact Expected,0.4%,0.3%,0.4%
2024-03-12T20:31:00+03:30,10-y Bond Auction,High Impact Expected,4.17|2.5,,4.09|2.6
2024-03-13T20:31:00+03:30,30-y Bond Auction,High Impact Expected,4.33|2.5,,4.36|2.4
2024-03-14T00:00:00+03:30,Unemployment Claims,High Impact Expected,209K,218K,210K
2024-03-14T00:00:00+03:30,PPI m/m,High Impact Expected,0.6%,0.3%,0.3%
2024-03-14T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.3%,0.5%,-0.8%
2024-03-14T00:00:00+03:30,Core PPI m/m,High Impact Expected,0.3%,0.2%,0.5%
2024-03-14T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.6%,0.8%,-1.1%
2024-03-15T00:00:00+03:30,Empire State Manufacturing Index,High Impact Expected,-20.9,-7.0,-2.4
2024-03-15T17:30:00+03:30,Prelim UoM Consumer Sentiment,High Impact Expected,76.5,77.1,76.9
2024-03-20T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2024-03-20T00:00:00+03:30,FOMC Economic Projections,High Impact Expected,,,
2024-03-20T21:30:00+03:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2024-03-20T22:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2024-03-21T00:00:00+04:30,Unemployment Claims,High Impact Expected,210K,212K,212K
2024-03-21T00:00:00+04:30,Flash Services PMI,High Impact Expected,51.7,52.0,52.3
2024-03-21T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,52.5,51.8,52.2
2024-03-22T00:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-03-26T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,104.7,106.9,104.8
2024-03-28T00:00:00+04:30,Revised UoM Consumer Sentiment,High Impact Expected,79.4,76.5,76.5
2024-03-28T00:00:00+04:30,Unemployment Claims,High Impact Expected,210K,212K,212K
2024-03-28T00:00:00+04:30,Final GDP q/q,High Impact Expected,3.4%,3.2%,3.2%
2024-03-28T01:30:00+04:30,FOMC Member Waller Speaks,High Impact Expected,,,
2024-03-28T17:30:00+04:30,Pending Home Sales m/m,High Impact Expected,1.6%,1.4%,-4.7%
2024-03-29T16:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.5%
2024-03-29T19:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-04-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,50.3,48.5,47.8
2024-04-02T17:30:00+04:30,JOLTS Job Openings,High Impact Expected,8.76M,8.76M,8.75M
2024-04-03T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,184K,148K,155K
2024-04-03T17:30:00+04:30,ISM Services PMI,High Impact Expected,51.4,52.8,52.6
2024-04-03T19:40:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-04-04T00:00:00+04:30,Unemployment Claims,High Impact Expected,221K,213K,212K
2024-04-05T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.3%,0.3%,0.2%
2024-04-05T00:00:00+04:30,Unemployment Rate,High Impact Expected,3.8%,3.9%,3.9%
2024-04-05T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,303K,212K,270K
2024-04-10T00:00:00+04:30,CPI y/y,High Impact Expected,3.5%,3.4%,3.2%
2024-04-10T00:00:00+04:30,CPI m/m,High Impact Expected,0.4%,0.3%,0.4%
2024-04-10T00:00:00+04:30,Core CPI m/m,High Impact Expected,0.4%,0.3%,0.4%
2024-04-10T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-04-11T00:00:00+04:30,Unemployment Claims,High Impact Expected,211K,216K,222k
2024-04-11T00:00:00+04:30,PPI m/m,High Impact Expected,0.2%,0.3%,0.6%
2024-04-11T16:00:00+04:30,Core PPI m/m,High Impact Expected,0.2%,0.2%,0.3%
2024-04-11T20:31:00+04:30,30-y Bond Auction,High Impact Expected,4.67|2.4,,4.33|2.5
2024-04-12T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,77.9,79.0,79.4
2024-04-15T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,1.1%,0.5%,0.6%
2024-04-15T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,-14.3,-5.2,-20.9
2024-04-15T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.7%,0.4%,0.9%
2024-04-16T00:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-04-18T16:00:00+04:30,Unemployment Claims,High Impact Expected,212K,215K,212K
2024-04-23T00:00:00+04:30,Flash Services PMI,High Impact Expected,50.9,52.0,51.7
2024-04-23T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,49.9,52.0,51.9
2024-04-25T00:00:00+04:30,Unemployment Claims,High Impact Expected,207K,214K,212K
2024-04-25T16:00:00+04:30,Advance GDP q/q,High Impact Expected,1.6%,2.5%,3.4%
2024-04-25T17:30:00+04:30,Pending Home Sales m/m,High Impact Expected,3.4%,0.3%,1.6%
2024-04-26T16:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.3%
2024-04-26T17:30:00+04:30,Revised UoM Consumer Sentiment,High Impact Expected,77.2,77.9,77.9
2024-04-30T00:00:00+04:30,Employment Cost Index q/q,High Impact Expected,1.2%,1.0%,0.9%
2024-04-30T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,97.0,104.0,103.1
2024-05-01T00:00:00+04:30,JOLTS Job Openings,High Impact Expected,8.49M,8.68M,8.81M
2024-05-01T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2024-05-01T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,192K,179K,208K
2024-05-01T17:15:00+04:30,Final Manufacturing PMI,High Impact Expected,50.0,49.9,49.9
2024-05-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,49.2,50.0,50.3
2024-05-01T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2024-05-01T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2024-05-02T00:00:00+04:30,Unemployment Claims,High Impact Expected,208K,212K,208K
2024-05-03T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,175K,238K,315K
2024-05-03T00:00:00+04:30,Unemployment Rate,High Impact Expected,3.9%,3.8%,3.8%
2024-05-03T16:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.2%,0.3%,0.3%
2024-05-03T17:30:00+04:30,ISM Services PMI,High Impact Expected,49.4,52.0,51.4
2024-05-09T16:00:00+04:30,Unemployment Claims,High Impact Expected,231K,212K,209K
2024-05-09T20:31:00+04:30,30-y Bond Auction,High Impact Expected,4.64|2.4,,4.67|2.4
2024-05-10T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,67.4,76.3,77.2
2024-05-14T00:00:00+04:30,PPI m/m,High Impact Expected,0.5%,0.3%,-0.1%
2024-05-14T00:00:00+04:30,Core PPI m/m,High Impact Expected,0.5%,0.2%,-0.1%
2024-05-14T17:30:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-05-15T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.0%,0.4%,0.6%
2024-05-15T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,-15.6,-9.9,-14.3
2024-05-15T00:00:00+04:30,CPI y/y,High Impact Expected,3.4%,3.4%,3.5%
2024-05-15T00:00:00+04:30,CPI m/m,High Impact Expected,0.3%,0.4%,0.4%
2024-05-15T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.2%,0.2%,0.9%
2024-05-15T00:00:00+04:30,Core CPI m/m,High Impact Expected,0.3%,0.3%,0.4%
2024-05-16T16:00:00+04:30,Unemployment Claims,High Impact Expected,222K,219K,232K
2024-05-22T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-05-23T00:00:00+04:30,Flash Services PMI,High Impact Expected,54.8,51.2,51.3
2024-05-23T00:00:00+04:30,Unemployment Claims,High Impact Expected,215K,220K,223K
2024-05-23T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,50.9,50.0,50.0
2024-05-24T17:30:00+04:30,Revised UoM Consumer Sentiment,High Impact Expected,69.1,67.8,67.4
2024-05-28T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,102.0,96.0,97.5
2024-05-30T00:00:00+04:30,Unemployment Claims,High Impact Expected,219K,218K,216K
2024-05-30T00:00:00+04:30,Prelim GDP q/q,High Impact Expected,1.3%,1.2%,1.6%
2024-05-30T17:30:00+04:30,Pending Home Sales m/m,High Impact Expected,-7.7%,-1.1%,3.6%
2024-05-31T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.3%,0.3%
2024-06-03T17:15:00+04:30,Final Manufacturing PMI,High Impact Expected,51.3,50.9,50.9
2024-06-03T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,48.7,49.8,49.2
2024-06-04T17:30:00+04:30,JOLTS Job Openings,High Impact Expected,8.06M,8.37M,8.36M
2024-06-05T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,152K,173K,188K
2024-06-05T17:30:00+04:30,ISM Services PMI,High Impact Expected,53.8,51.0,49.4
2024-06-06T00:00:00+04:30,Unemployment Claims,High Impact Expected,229K,220K,221K
2024-06-07T00:00:00+04:30,Unemployment Rate,High Impact Expected,4.0%,3.9%,3.9%
2024-06-07T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,272K,182K,165K
2024-06-07T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.2%
2024-06-12T00:00:00+04:30,CPI y/y,High Impact Expected,3.3%,3.4%,3.4%
2024-06-12T00:00:00+04:30,CPI m/m,High Impact Expected,0.0%,0.1%,0.3%
2024-06-12T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2024-06-12T00:00:00+04:30,FOMC Economic Projections,High Impact Expected,,,
2024-06-12T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.2%,0.3%,0.3%
2024-06-12T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2024-06-12T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2024-06-13T00:00:00+04:30,Unemployment Claims,High Impact Expected,242K,225K,229K
2024-06-13T00:00:00+04:30,PPI m/m,High Impact Expected,-0.2%,0.1%,0.5%
2024-06-13T16:00:00+04:30,Core PPI m/m,High Impact Expected,0.0%,0.3%,0.5%
2024-06-14T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,65.6,72.1,69.1
2024-06-17T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,-6.0,-12.5,-15.6
2024-06-18T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.1%,0.3%,-0.2%
2024-06-18T16:00:00+04:30,Core Retail Sales m/m,High Impact Expected,-0.1%,0.2%,-0.1%
2024-06-20T00:00:00+04:30,Unemployment Claims,High Impact Expected,238K,235K,243K
2024-06-20T23:30:00+04:30,Treasury Currency Report,High Impact Expected,,,
2024-06-21T00:00:00+04:30,Flash Services PMI,High Impact Expected,55.1,53.4,54.8
2024-06-21T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,51.7,51.0,51.3
2024-06-25T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,100.4,100.0,101.3
2024-06-26T17:30:00+04:30,New Home Sales,High Impact Expected,619K,636K,698K
2024-06-27T00:00:00+04:30,Unemployment Claims,High Impact Expected,233K,236K,239K
2024-06-27T16:00:00+04:30,Final GDP q/q,High Impact Expected,1.4%,1.4%,1.3%
2024-06-27T17:30:00+04:30,Pending Home Sales m/m,High Impact Expected,-2.1%,0.6%,-7.7%
2024-06-28T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.1%,0.1%,0.3%
2024-07-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,48.5,49.2,48.7
2024-07-02T00:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-07-02T17:30:00+04:30,JOLTS Job Openings,High Impact Expected,8.14M,7.96M,7.92M
2024-07-03T00:00:00+04:30,Unemployment Claims,High Impact Expected,238K,234K,234K
2024-07-03T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,150K,163K,157K
2024-07-03T17:30:00+04:30,ISM Services PMI,High Impact Expected,48.8,52.6,53.8
2024-07-03T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-07-05T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.3%,0.3%,0.4%
2024-07-05T00:00:00+04:30,Unemployment Rate,High Impact Expected,4.1%,4.0%,4.0%
2024-07-05T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,206K,191K,218K
2024-07-09T17:30:00+04:30,Fed Chair Powell Testifies,High Impact Expected,,,
2024-07-10T00:00:00+04:30,Fed Chair Powell Testifies,High Impact Expected,,,
2024-07-11T00:00:00+04:30,Unemployment Claims,High Impact Expected,222K,236K,239K
2024-07-11T00:00:00+04:30,CPI y/y,High Impact Expected,3.0%,3.1%,3.3%
2024-07-11T00:00:00+04:30,CPI m/m,High Impact Expected,-0.1%,0.1%,0.0%
2024-07-11T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.1%,0.2%,0.2%
2024-07-12T00:00:00+04:30,PPI m/m,High Impact Expected,0.2%,0.1%,0.0%
2024-07-12T00:00:00+04:30,Core PPI m/m,High Impact Expected,0.4%,0.2%,0.3%
2024-07-12T17:30:00+04:30,Prelim UoM Consumer Sentiment,High Impact Expected,66.0,68.5,68.2
2024-07-15T00:00:00+04:30,Empire State Manufacturing Index,High Impact Expected,-6.6,-5.5,-6.0
2024-07-15T20:00:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-07-16T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.0%,-0.3%,0.3%
2024-07-16T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.4%,0.1%,0.1%
2024-07-18T16:00:00+04:30,Unemployment Claims,High Impact Expected,243K,229K,223K
2024-07-24T00:00:00+04:30,Flash Manufacturing PMI,High Impact Expected,49.5,51.7,51.6
2024-07-24T00:00:00+04:30,Flash Services PMI,High Impact Expected,56.0,54.7,55.3
2024-07-25T00:00:00+04:30,Unemployment Claims,High Impact Expected,235K,237K,245K
2024-07-25T16:00:00+04:30,Advance GDP q/q,High Impact Expected,2.8%,2.0%,1.4%
2024-07-26T16:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.1%
2024-07-30T00:00:00+04:30,JOLTS Job Openings,High Impact Expected,8.18M,8.02M,8.23M
2024-07-30T17:30:00+04:30,CB Consumer Confidence,High Impact Expected,100.3,99.7,97.8
2024-07-31T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2024-07-31T00:00:00+04:30,Employment Cost Index q/q,High Impact Expected,0.9%,1.0%,1.2%
2024-07-31T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,122K,147K,155K
2024-07-31T17:30:00+04:30,Pending Home Sales m/m,High Impact Expected,4.8%,1.4%,-1.9%
2024-07-31T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.50%,5.50%,5.50%
2024-07-31T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2024-08-01T16:00:00+04:30,Unemployment Claims,High Impact Expected,249K,236K,235K
2024-08-01T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,46.8,48.8,48.5
2024-08-02T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,114K,176K,179K
2024-08-02T00:00:00+04:30,Unemployment Rate,High Impact Expected,4.3%,4.1%,4.1%
2024-08-02T16:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.2%,0.3%,0.3%
2024-08-05T17:30:00+04:30,ISM Services PMI,High Impact Expected,51.4,51.1,48.8
2024-08-08T16:00:00+04:30,Unemployment Claims,High Impact Expected,233K,241K,250K
2024-08-13T00:00:00+04:30,PPI m/m,High Impact Expected,0.1%,0.2%,0.2%
2024-08-13T16:00:00+04:30,Core PPI m/m,High Impact Expected,0.0%,0.2%,0.3%
2024-08-14T00:00:00+04:30,CPI m/m,High Impact Expected,0.2%,0.2%,-0.1%
2024-08-14T00:00:00+04:30,CPI y/y,High Impact Expected,2.9%,3.0%,3.0%
2024-08-14T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.2%,0.2%,0.1%
2024-08-15T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.4%,0.1%,0.5%
2024-08-15T00:00:00+04:30,Retail Sales m/m,High Impact Expected,1.0%,0.4%,-0.2%
2024-08-15T00:00:00+04:30,Unemployment Claims,High Impact Expected,227K,236K,234K
2024-08-21T21:30:00+04:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-08-22T00:00:00+04:30,Flash Services PMI,High Impact Expected,55.2,54.0,55.0
2024-08-22T16:00:00+04:30,Unemployment Claims,High Impact Expected,232K,232K,228K
2024-08-22T17:15:00+04:30,Flash Manufacturing PMI,High Impact Expected,48.0,49.5,49.6
2024-08-23T17:30:00+04:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-08-27T00:00:00+04:30,CB Consumer Confidence,High Impact Expected,103.3,100.9,101.9
2024-08-29T00:00:00+04:30,Prelim GDP q/q,High Impact Expected,3.0%,2.8%,2.8%
2024-08-29T00:00:00+04:30,Unemployment Claims,High Impact Expected,231K,232K,233K
2024-08-30T00:00:00+04:30,Core PCE Price Index m/m,High Impact Expected,0.2%,0.2%,0.2%
2024-09-03T17:30:00+04:30,ISM Manufacturing PMI,High Impact Expected,47.2,47.5,46.8
2024-09-04T17:30:00+04:30,JOLTS Job Openings,High Impact Expected,7.67M,8.09M,7.91M
2024-09-05T00:00:00+04:30,Unemployment Claims,High Impact Expected,227K,231K,232K
2024-09-05T15:45:00+04:30,ADP Non-Farm Employment Change,High Impact Expected,99K,144K,111K
2024-09-05T17:30:00+04:30,ISM Services PMI,High Impact Expected,51.5,51.3,51.4
2024-09-06T00:00:00+04:30,Unemployment Rate,High Impact Expected,4.2%,4.2%,4.3%
2024-09-06T00:00:00+04:30,Non-Farm Employment Change,High Impact Expected,142K,164K,89K
2024-09-06T00:00:00+04:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.2%
2024-09-06T18:30:00+04:30,FOMC Member Waller Speaks,High Impact Expected,,,
2024-09-11T00:00:00+04:30,CPI m/m,High Impact Expected,0.2%,0.2%,0.2%
2024-09-11T00:00:00+04:30,CPI y/y,High Impact Expected,2.5%,2.5%,2.9%
2024-09-11T16:00:00+04:30,Core CPI m/m,High Impact Expected,0.3%,0.2%,0.2%
2024-09-12T00:00:00+04:30,PPI m/m,High Impact Expected,0.2%,0.1%,0.0%
2024-09-12T00:00:00+04:30,Unemployment Claims,High Impact Expected,230K,227K,228K
2024-09-12T00:00:00+04:30,Core PPI m/m,High Impact Expected,0.3%,0.2%,-0.2%
2024-09-17T00:00:00+04:30,Retail Sales m/m,High Impact Expected,0.1%,-0.2%,1.1%
2024-09-17T00:00:00+04:30,Core Retail Sales m/m,High Impact Expected,0.1%,0.2%,0.4%
2024-09-18T00:00:00+04:30,FOMC Statement,High Impact Expected,,,
2024-09-18T00:00:00+04:30,FOMC Economic Projections,High Impact Expected,,,
2024-09-18T21:30:00+04:30,Federal Funds Rate,High Impact Expected,5.00%,5.25%,5.50%
2024-09-18T22:00:00+04:30,FOMC Press Conference,High Impact Expected,,,
2024-09-19T16:00:00+04:30,Unemployment Claims,High Impact Expected,219K,230K,231K
2024-09-23T00:00:00+03:30,Flash Services PMI,High Impact Expected,55.4,55.3,55.7
2024-09-23T17:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,47.0,48.6,47.9
2024-09-24T17:30:00+03:30,CB Consumer Confidence,High Impact Expected,98.7,103.9,105.6
2024-09-26T00:00:00+03:30,Unemployment Claims,High Impact Expected,218K,224K,222K
2024-09-26T16:00:00+03:30,Final GDP q/q,High Impact Expected,3.0%,3.0%,3.0%
2024-09-26T16:50:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-09-27T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.1%,0.2%,0.2%
2024-09-30T21:25:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-10-01T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,8.04M,7.64M,7.71M
2024-10-01T00:00:00+03:30,ISM Manufacturing PMI,High Impact Expected,47.2,47.6,47.2
2024-10-02T15:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,143K,124K,103K
2024-10-03T16:00:00+03:30,Unemployment Claims,High Impact Expected,225K,222K,219K
2024-10-03T17:30:00+03:30,ISM Services PMI,High Impact Expected,54.9,51.7,51.5
2024-10-04T00:00:00+03:30,Unemployment Rate,High Impact Expected,4.1%,4.2%,4.2%
2024-10-04T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,254K,147K,159K
2024-10-04T16:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.5%
2024-10-09T21:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-10-10T00:00:00+03:30,Unemployment Claims,High Impact Expected,258K,231K,225K
2024-10-10T00:00:00+03:30,CPI m/m,High Impact Expected,0.2%,0.1%,0.2%
2024-10-10T00:00:00+03:30,CPI y/y,High Impact Expected,2.4%,2.3%,2.5%
2024-10-10T16:00:00+03:30,Core CPI m/m,High Impact Expected,0.3%,0.2%,0.3%
2024-10-11T00:00:00+03:30,PPI m/m,High Impact Expected,0.0%,0.1%,0.2%
2024-10-11T00:00:00+03:30,Core PPI m/m,High Impact Expected,0.2%,0.2%,0.3%
2024-10-17T00:00:00+03:30,Unemployment Claims,High Impact Expected,241K,241K,260K
2024-10-17T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.4%,0.3%,0.1%
2024-10-17T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.5%,0.1%,0.2%
2024-10-24T00:00:00+03:30,Flash Services PMI,High Impact Expected,55.3,55.0,55.2
2024-10-24T16:00:00+03:30,Unemployment Claims,High Impact Expected,227K,243K,242K
2024-10-24T17:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,47.8,47.5,47.3
2024-10-29T00:00:00+03:30,JOLTS Job Openings,High Impact Expected,7.44M,7.98M,7.86M
2024-10-29T17:30:00+03:30,CB Consumer Confidence,High Impact Expected,108.7,99.5,99.2
2024-10-30T15:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,233K,110K,159K
2024-10-30T16:00:00+03:30,Advance GDP q/q,High Impact Expected,2.8%,3.0%,3.0%
2024-10-31T00:00:00+03:30,Employment Cost Index q/q,High Impact Expected,0.8%,0.9%,0.9%
2024-10-31T00:00:00+03:30,Unemployment Claims,High Impact Expected,216K,229K,228K
2024-10-31T00:00:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.2%
2024-11-01T00:00:00+03:30,Unemployment Rate,High Impact Expected,4.1%,4.1%,4.1%
2024-11-01T00:00:00+03:30,Non-Farm Employment Change,High Impact Expected,12K,106K,223K
2024-11-01T16:00:00+03:30,Average Hourly Earnings m/m,High Impact Expected,0.4%,0.3%,0.3%
2024-11-01T17:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,46.5,47.6,47.2
2024-11-05T18:30:00+03:30,ISM Services PMI,High Impact Expected,56.0,53.8,54.9
2024-11-05T23:59:59+03:30,Presidential Election,High Impact Expected,,,
2024-11-05T23:59:59+03:30,Congressional Elections,High Impact Expected,,,
2024-11-07T00:00:00+03:30,FOMC Statement,High Impact Expected,,,
2024-11-07T17:00:00+03:30,Unemployment Claims,High Impact Expected,221K,223K,218K
2024-11-07T22:30:00+03:30,Federal Funds Rate,High Impact Expected,4.75%,4.75%,5.00%
2024-11-07T23:00:00+03:30,FOMC Press Conference,High Impact Expected,,,
2024-11-13T00:00:00+03:30,CPI m/m,High Impact Expected,0.2%,0.2%,0.2%
2024-11-13T00:00:00+03:30,CPI y/y,High Impact Expected,2.6%,2.6%,2.4%
2024-11-13T17:00:00+03:30,Core CPI m/m,High Impact Expected,0.3%,0.3%,0.3%
2024-11-14T00:00:00+03:30,Unemployment Claims,High Impact Expected,217K,224K,221K
2024-11-14T00:00:00+03:30,PPI m/m,High Impact Expected,0.2%,0.2%,0.1%
2024-11-14T17:00:00+03:30,Core PPI m/m,High Impact Expected,0.3%,0.3%,0.2%
2024-11-14T23:30:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-11-15T00:00:00+03:30,Retail Sales m/m,High Impact Expected,0.4%,0.3%,0.8%
2024-11-15T00:00:00+03:30,Core Retail Sales m/m,High Impact Expected,0.1%,0.3%,1.0%
2024-11-21T00:00:00+03:30,Unemployment Claims,High Impact Expected,213K,220K,219K
2024-11-22T00:00:00+03:30,Flash Services PMI,High Impact Expected,57.0,55.2,55.0
2024-11-22T18:15:00+03:30,Flash Manufacturing PMI,High Impact Expected,48.8,48.8,48.5
2024-11-26T00:00:00+03:30,CB Consumer Confidence,High Impact Expected,111.7,111.8,109.6
2024-11-26T22:30:00+03:30,FOMC Meeting Minutes,High Impact Expected,,,
2024-11-27T00:00:00+03:30,Unemployment Claims,High Impact Expected,213K,215K,215K
2024-11-27T17:00:00+03:30,Prelim GDP q/q,High Impact Expected,2.8%,2.8%,2.8%
2024-11-27T18:30:00+03:30,Core PCE Price Index m/m,High Impact Expected,0.3%,0.3%,0.3%
2024-12-02T18:30:00+03:30,ISM Manufacturing PMI,High Impact Expected,48.4,47.7,46.5
2024-12-03T18:30:00+03:30,JOLTS Job Openings,High Impact Expected,7.74M,7.51M,7.37M
2024-12-04T16:45:00+03:30,ADP Non-Farm Employment Change,High Impact Expected,146K,152K,184K
2024-12-04T18:30:00+03:30,ISM Services PMI,High Impact Expected,52.1,55.7,56.0
2024-12-04T22:15:00+03:30,Fed Chair Powell Speaks,High Impact Expected,,,
2024-12-05T00:00:00+03:30,Unemployment Claims,High Impact Expected,224K,215K,215K
2024-12-06T00:00:00+03:30,Unemployment Rate,High Impact Expected,4.2%,4.1%,4.1%
